name
Gemeindewerke Rückersdorf
Gemeindewerke Ruppichteroth
Gemeindewerke Schönkirchen GmbH
Gemeindewerke Schutterwald
Gemeindewerke Schwarzenbruck GmbH
Gemeindewerke Sinzheim
Gemeindewerke St. Michel-Energie GmbH
Gemeindewerke Stammbach
Gemeindewerke Steinhagen GmbH
Gemeindewerke Steißlingen
Gemeindewerke Stelzenberg c/o Stadtwerke Kaiserslautern Versorgungs-AG
Gemeindewerke Stockelsdorf GmbH
Gemeindewerke Taufkirchen (Vils) GmbH & Co. KG
Gemeindewerke Thüngen
Gemeindewerke Umkirch GmbH
Gemeindewerke Waging
Gemeindewerke Waldfischbach-Burgalben
Gemeindewerke Weidenthal
Gemeindewerke Wendelstein
Gemeindewerke Wickede (Ruhr) GmbH
Gemeindewerke Wildeck Obersuhl
Gemeindewerke Wilhermsdorf
Gemeindewerken Bovenden GmbH & Co. KG
Gemeindl. Werke Hengersberg
Gemeindliche Stromversorgung Röttenbach
gemeinsames Kommunalunternehmen Oberes Egertal
GEO Gesellschaft für Energieversorgung Ostalb mbH
Georg Oest Mineralölwerk GmbH & Co KG
Getreidemühle Zwiefalten e.G.
GEW Wilhelmshaven GmbH
Gewerbepark Nürnberg-Feucht Versorgungs- und Abwasserentsorgungs GmbH
GGEW Gruppen-Gas- und Elektrizitätswerk Bergstraße AG
goldgas GmbH
Greenline - alternative energien GmbH
Greenpeace Energy eG
grün.power GmbH
Grüner Funke - eine Marke der Fuxx-Die Sparenergie GmbH
grünES GmbH
Grünstromwerk Vertriebs GmbH
Grünwelt - eine Marke der Stromio GmbH
Grünwelt Wärmestrom GmbH
GSW Gemeinschaftsstadtwerke GmbH Kamen - Bönen - Bergkamen
Gut & Grün - eine Marke der Stadtwerke Bochum GmbH
GWS Stadtwerke Hameln GmbH
Halberstadtwerke GmbH
HAMBURG ENERGIE GmbH
Harz Energie GmbH & Co. KG
Havelstrom Zehdenick GmbH
Heinrich Klöcker GmbH & Co.KG
Heldenstrom - eine Marke der 24/7 Energie & Kommunikation GmbH
Hellweg Energie GmbH - eine Marke der Stadtwerke Lippstadt GmbH
Hermann Geuder Elektrizitätswerk
Hertener Stadtwerke GmbH
Herzo Werke GmbH
hev Hohenloher Energie Versorgung GmbH
HEW HofEnergie+Wasser GmbH
HEWA GmbH
HochsauerlandEnergie GmbH
Hoyer Strom und Erdgas GmbH
idealenergie - eine Marke der 365 AG
illwerke vkw AG
ILZHÖFERS Nachf. Inh. Walch KG
immergrün! Energie - eine Marke der 365 AG
In(n) Energie GmbH
infra fürth gmbh
INNergie - eine Marke der Stadtwerke Rosenheim Versorgungs GmbH
INNERSTE ENERGIE - eine Marke der WEVG Salzgitter GmbH & Co. KG
innogy Direkt GmbH
innogy SE
KBG KraftstromBezugsgenossenschaft Homberg eG
KEEP - Kommunale Eisenberger Energiepartner GmbH
KESLAR GmbH
KEW Karwendel Energie & Wasser GmbH
KEW Kommunale Energie- und Wasserversorgung AG
KlickEnergie GmbH & Co. KG
Knauber Strom - eine Marke der Knauber Erdgas GmbH
KommEnergie GmbH
Köthen Energie GmbH
Kraftwerk Farchant A. Poettinger & Co KG
Kraftwerk Köhlgartenwiese GmbH
Kraftwerke Haag GmbH
Kreiswerke Main-Kinzig GmbH
Kröger Management GmbH & Co. Windpark Francop KG - in Kooperation mit der enyway GmbH
LE Energy Solutions GmbH
Lechwerke AG
lekker Energie GmbH
Leu Energie GmbH & Co. KG
Licht- und Kraftwerke Helmbrechts GmbH
Licht- und Kraftwerke Sonneberg GmbH
Licht-, Kraft- und Wasserwerke Kitzingen GmbH
LichtBlick SE
LogoEnergie GmbH
LSW Energie GmbH & Co. KG
LUDVIKK - eine Marke von TWL Energie Deutschland GmbH
LÜNESTROM - eine Marke der FIRSTCON GmbH
MAINGAU Energie GmbH
Mainova AG
Maintal-Werke-GmbH
Mainzer Stadtwerke Vertrieb und Service GmbH
MANN Naturenergie GmbH & Co. KG
Mark-E Aktiengesellschaft
medl GmbH
MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH
meine StadtEnergie - eine Marke der Urbania GmbH
meinheizstrom.de - eine Marke der E.VITA GmbH
Meißener Stadtwerke GmbH
Mindener Stadtwerke GmbH
MONTANA Energieversorgung GmbH & Co. KG
MVV Energie AG
natürlich grün - eine Marke der Smiling Green Energy GmbH
NatürlichEnergie EMH GmbH
NaturStromHandel GmbH
Neander Energie GmbH
Neckermann Strom GmbH
N-ERGIE Aktiengesellschaft
Neubrandenburger Stadtwerke GmbH
NEW Niederrhein Energie und Wasser GmbH
NGW GmbH
Niedersachsen Ports GmbH & Co.KG Niederlassung Emden
Nienburg Energie GmbH
NiersEnergie GmbH - eine Marke der Stadtwerke Kevelaer
Niestetal Energie - eine Marke der Städtische Werke Kassel AG
Nord Stadtwerke GmbH
normenergie - eine Marke der GFM Gesellschaft für Messdienstleistungen mbH
nvb Nordhorner Versorgungsbetriebe GmbH
Oberhessische Versorgungsbetriebe AG
Ohra Energie GmbH
OIE AG
ORIGINAL ENERGIE - eine Marke der Stadtwerke Oranienburg GmbH
OrtenauEnergie - eine Marke des E-Werk Mittelbaden
Osterholzer Stadtwerke GmbH & Co. KG
Osterland Energie - eine Marke der Energie- und Wasserversorgung Altenburg GmbH
ourPOWER - eine Marke der infra fürth gmbh
PaderEnergy - eine Marke der LSW Energie GmbH & Co. KG
PassatEnergie GmbH
Pfalzwerke AG
phönixstrom von der PCS GmbH in Kooperation mit der Energiegenossenschaft Rhein-Ruhr eG
Polarstern GmbH
priostrom - eine Marke der ExtraEnergie GmbH
PRO vitaenergie - eine Marke der KEW Kommunale Energie- und Wasserversorgung AG
proefa GmbH
PROKON Regenerative Energien eG
PVU Prignitzer Energie- und Wasserversorgungsunternehmen GmbH
Queichtal Energie Offenbach GmbH & Co. KG
R(H)EINPOWER - eine Marke der Stadtwerke Duisburg AG
Regionale EnergieWerke GmbH
Regionalwerk Bodensee GmbH & Co. KG
Regionalwerk Würmtal GmbH & Co. KG
RELAX-STROM - eine Marke der optimization engineers GmbH
Remstalwerk GmbH & Co. KG
Renergiewerke Buttenwiesen GmbH
RevierKraft - eine Marke der Energieversorgung Oberhausen AG
REWAG Regensburger Energie- und Wasserversorgung AG & Co KG
RheinEnergie AG
Rheinhessen-Energie GmbH c/o VG-Werke Sprendlingen-Gensingen AöR
Rheinhessische Energie- und Wasserversorgungs-GmbH
rhenag Rheinische Energie AG
RhönEnergie Fulda GmbH
Rödl GmbH
ROTHMOSER GMBH & CO. KG
ROTHSTROM - eine Marke der Adolf ROTH GmbH & Co. KG
RUCK ZUCK Energie - eine Marke Energieversorgung Pirna GmbH
Rupert Buchauer E-Werk & Elektrotechnik
Saergas GmbH & Co. KG
Schleswiger Stadtwerke GmbH
Schöpper & Knoll - Taubertal GmbH
Schröder Gas GmbH & Co. KG
Schtrom - eine Marke der Elektrizitätswerke Schönau Vertriebs GmbH
schwarzwald energy GmbH
SE SAUBER ENERGIE GmbH & Co. KG
SEW Stromversorgungs-GmbH
Shell PrivatEnergie GmbH
Siegener Versorgungsbetriebe GmbH
Silphienergie GmbH
SimplyGreen von ENTEGA Energie GmbH
Solargenossenschaft Rosenheim eG
Sömmerdaer Energieversorgung GmbH
Spätzle Strom - ein Marke der EHINGER ENERGIE Stromvertrieb GmbH & Co. KG
SpreeGas Gesellschaft für Gasversorgung und Energiedienstleistung mbH
SSW - Stadtwerke St. Wendel GmbH & Co. KG
Stadt- und Überlandwerke GmbH Lübben
Stadt- und Überlandwerke GmbH Luckau-Lübbenau
Städtische Betriebswerke Luckenwalde GmbH
Städtische Werke AG Kassel
Städtische Werke Borna GmbH
Städtische Werke Magdeburg GmbH & Co. KG
Städtische Werke Spremberg (Lausitz) GmbH
Städtisches Kommunalunternehmen Baiersdorf
Stadtwerk am See GmbH & Co. KG
Stadtwerk Haßfurt GmbH
Stadtwerk Külsheim GmbH
Stadtwerk Rheda-Wiedenbrück GmbH & Co. KG
Stadtwerk Tauberfranken GmbH
Stadtwerk Verl GmbH
Stadtwerke - Strom Plauen GmbH & Co. KG
Stadtwerke Aalen GmbH
Stadtwerke Achim AG
Stadtwerke Ahaus GmbH
Stadtwerke Ahlen GmbH
Stadtwerke Ahrensburg GmbH
Stadtwerke Altdorf GmbH
Stadtwerke Altensteig
Stadtwerke Amberg Versorgungs GmbH
Stadtwerke Andernach Energie GmbH
Stadtwerke Annaberg-Buchholz Energie AG
Stadtwerke Annweiler
Stadtwerke Ansbach GmbH
Stadtwerke Arnsberg Vertriebs und Energiedienstleistungs GmbH
Stadtwerke Arnstadt GmbH
Stadtwerke Aschersleben GmbH
Stadtwerke Aue - Bad Schlema GmbH
Stadtwerke Augsburg Energie GmbH
Stadtwerke Aurich GmbH
Stadtwerke Bad Aibling
Stadtwerke Bad Belzig GmbH
Stadtwerke Bad Bergzabern GmbH
Stadtwerke Bad Bramstedt GmbH
Stadtwerke Bad Brückenau GmbH
Stadtwerke Bad Dürkheim GmbH
Stadtwerke Bad Friedrichshall
Stadtwerke Bad Harzburg GmbH
Stadtwerke Bad Herrenalb GmbH
Stadtwerke Bad Hersfeld GmbH
Stadtwerke Bad Kissingen GmbH
Stadtwerke Bad Langensalza GmbH
Stadtwerke Bad Nauheim GmbH
Stadtwerke Bad Neustadt a.d. Saale
Stadtwerke Bad Pyrmont Energie & Verkehrs GmbH
Stadtwerke Bad Reichenhall KU
Stadtwerke Bad Rodach
Stadtwerke Bad Sachsa GmbH
Stadtwerke Bad Säckingen GmbH
Stadtwerke Bad Salzuflen GmbH
Stadtwerke Bad Saulgau
Stadtwerke Bad Sooden-Allendorf
Stadtwerke Bad Tölz GmbH
Stadtwerke Bad Vilbel GmbH
Stadtwerke Bad Wildbad GmbH & Co. KG
Stadtwerke Bad Windsheim
Stadtwerke Bad Wörishofen
Stadtwerke Baden-Baden
Stadtwerke Balingen
Stadtwerke Balve GmbH Vertriebs- und Servicegesellschaft
Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH
Stadtwerke Barmstedt
Stadtwerke Barmstedt Xtra GmbH
Stadtwerke Barsinghausen GmbH
Stadtwerke Barth GmbH
Stadtwerke Bayreuth Energie und Wasser GmbH
Stadtwerke Bebra GmbH
Stadtwerke Bernau GmbH
Stadtwerke Bernburg GmbH
Stadtwerke Bexbach GmbH
Stadtwerke Bielefeld GmbH
Stadtwerke Bietigheim-Bissingen GmbH
Stadtwerke Bitterfeld-Wolfen GmbH
Stadtwerke Blankenburg GmbH
Stadtwerke Bliestal GmbH
Stadtwerke Böblingen GmbH & Co. KG
Stadtwerke Bochum GmbH
Stadtwerke Bogen GmbH
Stadtwerke Böhmetal GmbH
Stadtwerke Borken/Westfalen GmbH
Stadtwerke Bramsche GmbH
Stadtwerke Brandenburg an der Havel GmbH & Co. KG
Stadtwerke Bretten GmbH
Stadtwerke Brilon Energie GmbH
Stadtwerke Brühl GmbH
Stadtwerke Brunsbüttel GmbH
Stadtwerke Buchen GmbH & Co KG
Stadtwerke Buchholz in der Nordheide GmbH
Stadtwerke Bühl GmbH
Stadtwerke Burg GmbH
Stadtwerke Burgbernheim
Stadtwerke Burgdorf GmbH
Stadtwerke Buxtehude GmbH
Stadtwerke Castrop-Rauxel GmbH
Stadtwerke Celle GmbH
Stadtwerke Cham GmbH
Stadtwerke Clausthal-Zellerfeld GmbH
Stadtwerke Coesfeld GmbH
Stadtwerke Cottbus GmbH
Stadtwerke Crailsheim GmbH
Stadtwerke Dachau
Stadtwerke Deggendorf GmbH
Stadtwerke Deidesheim GmbH
Stadtwerke Delitzsch GmbH
Stadtwerke Delmenhorst GmbH
Stadtwerke Detmold GmbH
Stadtwerke Dettelbach
Stadtwerke Diez GmbH
Stadtwerke Dillingen/Saar GmbH
Stadtwerke Dingolfing GmbH
Stadtwerke Dinkelsbühl
Stadtwerke Dinslaken GmbH
Stadtwerke Ditzingen GmbH & Co. KG
Stadtwerke Döbeln GmbH
Stadtwerke Dorfen GmbH
Stadtwerke Dreieich GmbH
Stadtwerke Duisburg AG
Stadtwerke Dülmen GmbH
Stadtwerke Düren GmbH
Stadtwerke Düsseldorf AG
Stadtwerke Eberbach
Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH
Stadtwerke Eckernförde GmbH
Stadtwerke Eichstätt Versorgungs-GmbH
Stadtwerke Eilenburg GmbH
Stadtwerke Einbeck GmbH
Stadtwerke Eisenberg Energie GmbH
Stadtwerke Eisenhüttenstadt GmbH
Stadtwerke Elbtal GmbH
Stadtwerke Elm-Lappwald GmbH
Stadtwerke Elmshorn
Stadtwerke Elzach Versorgungs- und Kurbetriebe
Stadtwerke Emden GmbH
Stadtwerke Emmendingen GmbH
Stadtwerke Emmerich GmbH
Stadtwerke Emsdetten GmbH
Stadtwerke Energie Jena-Pößneck GmbH
Stadtwerke Engen GmbH
Stadtwerke Eppingen GmbH & Co. KG
Stadtwerke Erkrath GmbH
Stadtwerke Eschwege GmbH
Stadtwerke Essen AG
Stadtwerke Ettlingen GmbH
Stadtwerke Eutin GmbH
Stadtwerke EVB Huntetal GmbH
Stadtwerke Fellbach GmbH
Stadtwerke Feuchtwangen
Stadtwerke Finsterwalde GmbH
Stadtwerke Flensburg GmbH
Stadtwerke Forchheim GmbH
Stadtwerke Forst GmbH
Stadtwerke Frankenthal GmbH
Stadtwerke Frankfurt (Oder) GmbH
Stadtwerke Freudenberg GmbH & Co. KG
Stadtwerke Freudenstadt GmbH & Co. KG
Stadtwerke Friedrichsthal GmbH & Co. KG
Stadtwerke Fröndenberg GmbH
Stadtwerke Fürstenfeldbruck GmbH
Stadtwerke Furth im Wald GmbH & Co. KG
Stadtwerke Gaggenau
Stadtwerke Garbsen GmbH
Stadtwerke Geesthacht GmbH
Stadtwerke Geldern GmbH
Stadtwerke Gelnhausen GmbH
Stadtwerke Gengenbach
Stadtwerke Georgsmarienhütte GmbH
Stadtwerke Germersheim GmbH
Stadtwerke Gescher GmbH
Stadtwerke Gießen AG
Stadtwerke Gifhorn GmbH
